2017-08-30 13:42:53,196 INFO n.a.d.j.g.JsonDataGenerator [main] Overriding Simulation Config file from command line to use [ itemViewConfig.json ]
2017-08-30 13:42:53,200 DEBUG n.a.d.j.g.JsonDataGenerator [main] Creating Simulation Runner using Simulation Config [ itemViewConfig.json ]
2017-08-30 13:42:53,383 INFO n.a.d.j.g.JsonDataGenerator [main] Adding Kafka Producer with properties: {type=kafka, broker.server=localhost, broker.port=9092, topic=itemViews, flatten=false, sync=false}
2017-08-30 13:42:53,541 INFO n.a.d.j.g.SimulationRunner [main] Adding EventGenerator for [ itemViews,itemViewWorkflow.json ]
2017-08-30 13:42:53,541 INFO n.a.d.j.g.SimulationRunner [main] Starting Simulation
2017-08-30 13:42:53,835 DEBUG n.a.d.j.g.t.TypeHandlerFactory [Thread-2] Discovered TypeHandler [ lastName,net.acesinc.data.json.generator.types.LastName ]
2017-08-30 13:42:53,836 DEBUG n.a.d.j.g.t.TypeHandlerFactory [Thread-2] Discovered TypeHandler [ now,net.acesinc.data.json.generator.types.NowType ]
2017-08-30 13:42:53,836 DEBUG n.a.d.j.g.t.TypeHandlerFactory [Thread-2] Discovered TypeHandler [ firstName,net.acesinc.data.json.generator.types.FirstName ]
2017-08-30 13:42:53,837 DEBUG n.a.d.j.g.t.TypeHandlerFactory [Thread-2] Discovered TypeHandler [ timestamp,net.acesinc.data.json.generator.types.TimestampType ]
2017-08-30 13:42:53,837 DEBUG n.a.d.j.g.t.TypeHandlerFactory [Thread-2] Discovered TypeHandler [ counter,net.acesinc.data.json.generator.types.CounterType ]
2017-08-30 13:42:53,838 DEBUG n.a.d.j.g.t.TypeHandlerFactory [Thread-2] Discovered TypeHandler [ nowTimestamp,net.acesinc.data.json.generator.types.NowTimestampType ]
2017-08-30 13:42:53,838 DEBUG n.a.d.j.g.t.TypeHandlerFactory [Thread-2] Discovered TypeHandler [ boolean,net.acesinc.data.json.generator.types.BooleanType ]
2017-08-30 13:42:53,838 DEBUG n.a.d.j.g.t.TypeHandlerFactory [Thread-2] Discovered TypeHandler [ double,net.acesinc.data.json.generator.types.DoubleType ]
2017-08-30 13:42:53,838 DEBUG n.a.d.j.g.t.TypeHandlerFactory [Thread-2] Discovered TypeHandler [ alphaNumeric,net.acesinc.data.json.generator.types.AlphaNumericType ]
2017-08-30 13:42:53,838 DEBUG n.a.d.j.g.t.TypeHandlerFactory [Thread-2] Discovered TypeHandler [ date,net.acesinc.data.json.generator.types.DateType ]
2017-08-30 13:42:53,839 DEBUG n.a.d.j.g.t.TypeHandlerFactory [Thread-2] Discovered TypeHandler [ long,net.acesinc.data.json.generator.types.LongType ]
2017-08-30 13:42:53,839 DEBUG n.a.d.j.g.t.TypeHandlerFactory [Thread-2] Discovered TypeHandler [ integer,net.acesinc.data.json.generator.types.IntegerType ]
2017-08-30 13:42:53,839 DEBUG n.a.d.j.g.t.TypeHandlerFactory [Thread-2] Discovered TypeHandler [ random,net.acesinc.data.json.generator.types.RandomType ]
2017-08-30 13:42:53,839 DEBUG n.a.d.j.g.t.TypeHandlerFactory [Thread-2] Discovered TypeHandler [ uuid,net.acesinc.data.json.generator.types.UuidType ]
2017-08-30 13:42:53,839 DEBUG n.a.d.j.g.t.TypeHandlerFactory [Thread-2] Discovered TypeHandler [ alpha,net.acesinc.data.json.generator.types.AlphaType ]
2017-08-30 13:42:53,872 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093373840,"user":553,"item":23} ]
2017-08-30 13:42:54,189 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093374188,"user":544,"item":25} ]
2017-08-30 13:42:54,282 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093374282,"user":563,"item":53} ]
2017-08-30 13:42:54,353 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093374352,"user":472,"item":76} ]
2017-08-30 13:43:00,199 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093380198,"user":496,"item":20} ]
2017-08-30 13:43:00,298 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093380298,"user":123,"item":33} ]
2017-08-30 13:43:00,367 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093380367,"user":400,"item":73} ]
2017-08-30 13:43:00,446 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093380445,"user":621,"item":95} ]
2017-08-30 13:43:08,356 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093388355,"user":78,"item":10} ]
2017-08-30 13:43:08,456 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093388455,"user":378,"item":44} ]
2017-08-30 13:43:08,526 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093388525,"user":461,"item":64} ]
2017-08-30 13:43:08,587 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093388586,"user":472,"item":81} ]
2017-08-30 13:43:16,307 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093396306,"user":25,"item":11} ]
2017-08-30 13:43:16,363 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093396363,"user":499,"item":47} ]
2017-08-30 13:43:16,466 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093396465,"user":623,"item":71} ]
2017-08-30 13:43:16,530 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093396529,"user":306,"item":94} ]
2017-08-30 13:43:21,945 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093401944,"user":641,"item":22} ]
2017-08-30 13:43:21,999 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093401998,"user":102,"item":30} ]
2017-08-30 13:43:22,066 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093402065,"user":26,"item":55} ]
2017-08-30 13:43:22,126 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093402125,"user":265,"item":94} ]
2017-08-30 13:43:27,727 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093407726,"user":405,"item":22} ]
2017-08-30 13:43:27,819 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093407819,"user":35,"item":27} ]
2017-08-30 13:43:27,904 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093407903,"user":268,"item":68} ]
2017-08-30 13:43:27,997 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093407997,"user":58,"item":92} ]
2017-08-30 13:43:33,618 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093413618,"user":418,"item":18} ]
2017-08-30 13:43:33,672 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093413671,"user":618,"item":41} ]
2017-08-30 13:43:33,742 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093413742,"user":144,"item":57} ]
2017-08-30 13:43:33,819 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093413818,"user":381,"item":75} ]
2017-08-30 13:43:41,133 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093421133,"user":66,"item":17} ]
2017-08-30 13:43:41,217 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093421216,"user":135,"item":32} ]
2017-08-30 13:43:41,271 DEBUG n.a.d.j.g.l.KafkaLogger [Thread-2] Sending event to Kafka: [ {"timestamp":1504093421271,"user":501,"item":51} ]
